system,subset,steps,lambda,repeat_index,repeat_number,mean,std,count
tfim,early5,"1100,1200,1300,1400,1500",1e-07,16,17,0.013633833928851233,0.002069917524183106,5
tfim,early5,"1100,1200,1300,1400,1500",1e-06,16,17,0.011719693889671865,0.0018584493377777369,5
tfim,early5,"1100,1200,1300,1400,1500",1e-05,16,17,0.012355784114158472,0.0019030778810579625,5
tfim,early5,"1100,1200,1300,1400,1500",0.0001,16,17,0.013228353147163589,0.0019354113148987392,5
tfim,early5,"1100,1200,1300,1400,1500",0.001,16,17,0.013879478607367967,0.001960661771693121,5
tfim,early5,"1100,1200,1300,1400,1500",0.01,16,17,0.014522772983540369,0.0020929005609699085,5
tfim,early5,"1100,1200,1300,1400,1500",0.1,16,17,0.015157545039011153,0.002486933212711239,5
tfim,late5,"1600,1700,1800,1900,2000",1e-08,16,17,0.00929924730174882,0.0009550592637103606,5
tfim,late5,"1600,1700,1800,1900,2000",1e-07,16,17,0.009048506040889238,0.0008767934594194257,5
tfim,late5,"1600,1700,1800,1900,2000",1e-06,16,17,0.007733272312134503,0.0007717860855235133,5
tfim,late5,"1600,1700,1800,1900,2000",1e-05,16,17,0.008336490596171251,0.0008438592070798099,5
tfim,late5,"1600,1700,1800,1900,2000",0.0001,16,17,0.009166917773238536,0.0009751659185790866,5
tfim,late5,"1600,1700,1800,1900,2000",0.001,16,17,0.009935370275967165,0.0008845900984125039,5
tfim,late5,"1600,1700,1800,1900,2000",0.01,16,17,0.010409664355552184,0.0008017255863415228,5
tfim,late5,"1600,1700,1800,1900,2000",0.1,16,17,0.01062697368900373,0.0007657572038454144,5
tfim,early5,"1100,1200,1300,1400,1500",1e-08,17,18,0.014262443099820466,0.002619472857427243,5
tfim,early5,"1100,1200,1300,1400,1500",1e-07,17,18,0.013777535077619673,0.0025240211930379064,5
tfim,early5,"1100,1200,1300,1400,1500",1e-06,17,18,0.011909484759122803,0.00219074311336696,5
tfim,early5,"1100,1200,1300,1400,1500",1e-05,17,18,0.012473457107897825,0.0021564060562201475,5
tfim,early5,"1100,1200,1300,1400,1500",0.0001,17,18,0.013335217503509269,0.002236484556035498,5
tfim,early5,"1100,1200,1300,1400,1500",0.001,17,18,0.01403195607585105,0.002258337400880534,5
tfim,early5,"1100,1200,1300,1400,1500",0.01,17,18,0.014606728890324392,0.0023137758068585653,5
tfim,early5,"1100,1200,1300,1400,1500",0.1,17,18,0.015145828653181962,0.002608606505690715,5
tfim,late5,"1600,1700,1800,1900,2000",1e-08,17,18,0.00924389496120761,0.0009887307689094627,5
tfim,late5,"1600,1700,1800,1900,2000",1e-07,17,18,0.008958563635517704,0.0009499652901100011,5
tfim,late5,"1600,1700,1800,1900,2000",1e-06,17,18,0.0076466879958706725,0.0007996259676528991,5
tfim,late5,"1600,1700,1800,1900,2000",1e-05,17,18,0.008243807607677008,0.0007180119677226374,5
tfim,late5,"1600,1700,1800,1900,2000",0.0001,17,18,0.00913053905233944,0.0007188432646743744,5
tfim,late5,"1600,1700,1800,1900,2000",0.001,17,18,0.010017604657578337,0.0007640299418999855,5
tfim,late5,"1600,1700,1800,1900,2000",0.01,17,18,0.010551592019433514,0.0006965460116065852,5
tfim,late5,"1600,1700,1800,1900,2000",0.1,17,18,0.010663300378292193,0.0006697425587865569,5
tfim,early5,"1100,1200,1300,1400,1500",1e-08,18,19,0.013901721999827862,0.0024340997886952457,5
tfim,early5,"1100,1200,1300,1400,1500",1e-07,18,19,0.013465388945602721,0.0023920240114983535,5
tfim,early5,"1100,1200,1300,1400,1500",1e-06,18,19,0.011569363356452296,0.001995864147037888,5
tfim,early5,"1100,1200,1300,1400,1500",1e-05,18,19,0.012067042213365691,0.001803812919473112,5
tfim,early5,"1100,1200,1300,1400,1500",0.0001,18,19,0.012969403238601579,0.001859671166691659,5
tfim,early5,"1100,1200,1300,1400,1500",0.001,18,19,0.013714068211918487,0.0019374489786034767,5
tfim,early5,"1100,1200,1300,1400,1500",0.01,18,19,0.014280540407464704,0.0021731965890408847,5
tfim,early5,"1100,1200,1300,1400,1500",0.1,18,19,0.014962723459110084,0.002532435817237229,5
tfim,late5,"1600,1700,1800,1900,2000",1e-08,18,19,0.009393942870037081,0.0009343538769547545,5
tfim,late5,"1600,1700,1800,1900,2000",1e-07,18,19,0.009124800053085688,0.0008637793776745671,5
tfim,late5,"1600,1700,1800,1900,2000",1e-06,18,19,0.007757109696972392,0.0006981551610003593,5
tfim,late5,"1600,1700,1800,1900,2000",1e-05,18,19,0.008363824861148002,0.000688240854338787,5
tfim,late5,"1600,1700,1800,1900,2000",0.0001,18,19,0.00924772140473408,0.0007007666876129871,5
tfim,late5,"1600,1700,1800,1900,2000",0.001,18,19,0.010134338841591742,0.0006827467933680981,5
tfim,late5,"1600,1700,1800,1900,2000",0.01,18,19,0.010613770078722096,0.000624832268481554,5
tfim,late5,"1600,1700,1800,1900,2000",0.1,18,19,0.010701794823932841,0.0006525976284427018,5
tfim,early5,"1100,1200,1300,1400,1500",1e-08,19,20,0.014045416635567475,0.0024226332617635566,5
tfim,early5,"1100,1200,1300,1400,1500",1e-07,19,20,0.013665259363533282,0.0023488207416070732,5
tfim,early5,"1100,1200,1300,1400,1500",1e-06,19,20,0.011731369805361266,0.002093218465711481,5
tfim,early5,"1100,1200,1300,1400,1500",1e-05,19,20,0.012196261293695238,0.002122987078658716,5
tfim,early5,"1100,1200,1300,1400,1500",0.0001,19,20,0.01304274502756137,0.0021781667929048148,5
tfim,early5,"1100,1200,1300,1400,1500",0.001,19,20,0.013780027694830072,0.0020972895565810885,5
tfim,early5,"1100,1200,1300,1400,1500",0.01,19,20,0.014387656059872439,0.0022165402922802724,5
tfim,early5,"1100,1200,1300,1400,1500",0.1,19,20,0.015006093927980805,0.0025290311488004153,5
tfim,late5,"1600,1700,1800,1900,2000",1e-08,19,20,0.009262966247371425,0.0007433306387105083,5
tfim,late5,"1600,1700,1800,1900,2000",1e-07,19,20,0.008985365363130318,0.0006980919037320771,5
tfim,late5,"1600,1700,1800,1900,2000",1e-06,19,20,0.007757260098074358,0.0006618509261552964,5
tfim,late5,"1600,1700,1800,1900,2000",1e-05,19,20,0.00838784097562569,0.0007250126807364123,5
tfim,late5,"1600,1700,1800,1900,2000",0.0001,19,20,0.009241598717691956,0.0008227177920243095,5
tfim,late5,"1600,1700,1800,1900,2000",0.001,19,20,0.010054214980892246,0.0008159116866733269,5
tfim,late5,"1600,1700,1800,1900,2000",0.01,19,20,0.01051268220414348,0.0007026211501808845,5
tfim,late5,"1600,1700,1800,1900,2000",0.1,19,20,0.01060669802213234,0.0007182261363673129,5
